station,year,season,vimscode,workup,modalgrp,pannum,seqno,specimid,preyname,totpreywt,lengthcm,pisclen,expansion,depthm,lat,lon,bWT,bSA,bDO
NM20120401016,2012,SPRING,0167,Full,0,6,3,3,Loligo pealeii,63.022,84.27062967,84.27062967,5.667,15.24,40.54106903,-73.44731903,11.42,32.53,7.93
NM20120401017,2012,SPRING,0031,Full,0,6,1,1,Brevoortia tyrannus,304.8,95.5,95.5,1,16.4592,40.51636887,-73.65180206,10.18,33.03,6.86
NM20120401018,2012,SPRING,0031,Full,0,6,1,1,Brevoortia tyrannus,281.4,94.5,94.5,1,11.8872,40.55319977,-73.7201767,10.17,32.95,6.63
NM20120401019,2012,SPRING,0003,Full,0,6,1,1,Loligo pealeii,8.439,38.5,38.5,1,11.8872,40.55459976,-73.79575348,10.16,33.01,6.49
NM20120401019,2012,SPRING,0167,Full,0,6,1,1,Peprilus triacanthus,32.379,76.58567769,76.58567769,1,11.8872,40.55459976,-73.79575348,10.16,33.01,6.49
NM20120401020,2012,SPRING,0003,Full,0,2,1,1,Loligo pealeii,35.943,36.5,36.5,1,13.1064,40.53144836,-73.79221344,10.14,33.03,7.15
NM20120401021,2012,SPRING,0167,Full,0,2,1,1,Brevoortia tyrannus,80.633,79.94784418,79.94784418,1.667,13.716,40.40121841,-73.93102264,10.98,32.46,7.52
NM20120401021,2012,SPRING,0167,Full,0,2,1,1,Loligo pealeii,41.248,79.94784418,79.94784418,1.667,13.716,40.40121841,-73.93102264,10.98,32.46,7.52
NM20120401021,2012,SPRING,0167,Full,0,2,3,3,Loligo pealeii,37.641,79.94784418,79.94784418,1.667,13.716,40.40121841,-73.93102264,10.98,32.46,7.52
NM20120401022,2012,SPRING,0167,Full,0,2,2,2,Brevoortia tyrannus,35.186,82.34939168,82.34939168,1,12.4968,40.2209816,-73.97762299,10.87,32.76,6.71
NM20120401022,2012,SPRING,0167,Full,0,2,3,3,Loligo pealeii,198.589,80.90846318,80.90846318,1,12.4968,40.2209816,-73.97762299,10.87,32.76,6.71
NM20120401023,2012,SPRING,0007,Full,0,66,3,3,Urophycis spp.,0.302,18.5,18.5,4.4,7.3152,39.71582031,-74.10970306,11.78,32.46,7.8
NM20120401026,2012,SPRING,0163,Full,0,2,2,2,Loligo pealeii,14.4078,86.19186766,86.19186766,3.333,15.24,39.85906982,-74.02828217,10.11,32.86,5.12
NM20120401026,2012,SPRING,0167,Full,0,2,1,1,Loligo pealeii,28.895,87.15248666,87.15248666,3.333,15.24,39.85906982,-74.02828217,10.11,32.86,5.12
NM20120401026,2012,SPRING,0167,Full,0,2,3,3,Loligo pealeii,51.962,85.71155816,85.71155816,3.333,15.24,39.85906982,-74.02828217,10.11,32.86,5.12
NM20120401026,2012,SPRING,0167,Full,0,2,3,3,Stenotomus chrysops,28.947,85.71155816,85.71155816,3.333,15.24,39.85906982,-74.02828217,10.11,32.86,5.12
NM20120401028,2012,SPRING,0163,Full,0,9,1,1,Anchoa hepsetus,25.185,79.46753469,79.46753469,2,8.5344,39.28657913,-74.50170135,13.1,32.22,8.22
NM20120401028,2012,SPRING,0173,Full,0,9,3,3,Loligo pealeii,11.009,63.00381,63.00381,3.333,8.5344,39.28657913,-74.50170135,13.1,32.22,8.22
NM20120401029,2012,SPRING,0163,Full,0,9,3,3,Loligo pealeii,17.346,90.99496265,90.99496265,2,9.7536,39.33597183,-74.38884735,12.89,32.29,8
NM20120401029,2012,SPRING,0167,Full,0,9,1,1,Peprilus triacanthus,27.971,78.98722519,78.98722519,1,9.7536,39.33597183,-74.38884735,12.89,32.29,8
NM20120401030,2012,SPRING,0167,Full,0,9,1,1,Peprilus triacanthus,36.882,76.1053682,76.1053682,1.667,10.3632,39.30527115,-74.42170715,13.92,32.1,7.98
NM20120401030,2012,SPRING,0167,Full,0,9,1,1,Teuthida,11.485,76.1053682,76.1053682,1.667,10.3632,39.30527115,-74.42170715,13.92,32.1,7.98
NM20120401032,2012,SPRING,0003,Full,0,66,1,1,Loligo pealeii,19.159,50,50,1,13.4112,39.61790085,-74.14566803,11.61,32.54,7.51
NM20120401032,2012,SPRING,0167,Full,0,66,1,1,Loligo pealeii,119.349,81.38877268,81.38877268,4,13.4112,39.61790085,-74.14566803,11.61,32.54,7.51
NM20120401032,2012,SPRING,0167,Full,0,66,2,2,Teuthida,5.535,80.42815368,80.42815368,4,13.4112,39.61790085,-74.14566803,11.61,32.54,7.51
NM20120401033,2012,SPRING,0007,Full,0,66,1,1,Anchoa mitchilli,0.132,32.5,32.5,1,14.9352,39.58137894,-74.15625,11.92,32.44,7.58
NM20120401033,2012,SPRING,0007,Full,0,66,1,1,Urophycis spp.,0.005,32.5,32.5,1,14.9352,39.58137894,-74.15625,11.92,32.44,7.58
NM20120401034,2012,SPRING,0167,Full,0,66,1,1,Loligo pealeii,18.535,79.46753469,79.46753469,3.667,15.5448,39.32984924,-74.28307343,12.36,32.55,7.86
NM20120401034,2012,SPRING,0167,Full,0,66,1,1,Peprilus triacanthus,7.076,79.46753469,79.46753469,3.667,15.5448,39.32984924,-74.28307343,12.36,32.55,7.86
NM20120401035,2012,SPRING,0167,Full,0,66,2,2,Brevoortia tyrannus,30.828,82.82970117,82.82970117,3.667,13.4112,39.26950073,-74.37256622,11.87,32.71,7.9
NM20120401035,2012,SPRING,0167,Full,0,66,2,2,Loligo pealeii,42.774,82.82970117,82.82970117,3.667,13.4112,39.26950073,-74.37256622,11.87,32.71,7.9
NM20120401036,2012,SPRING,0167,Full,0,66,1,1,Brevoortia tyrannus,37.074,74.6644397,74.6644397,2,16.764,39.20835114,-74.43187714,11.7,32.7,7.67
NM20120401037,2012,SPRING,0167,Full,0,66,1,1,Loligo pealeii,179.78,82.82970117,82.82970117,8.333,14.3256,39.22050095,-74.474617,11.83,32.68,7.63
NM20120401037,2012,SPRING,0167,Full,0,66,2,2,Loligo pealeii,2.252,84.27062967,84.27062967,8.333,14.3256,39.22050095,-74.474617,11.83,32.68,7.63
NM20120401039,2012,SPRING,0167,Full,0,16,2,2,Loligo pealeii,3.329,80.42815368,80.42815368,1.5,12.192,39.01324844,-74.65569305,13.24,32.45,8.36
NM20120401042,2012,SPRING,0167,Full,0,9,2,2,Peprilus triacanthus,15.027,78.98722519,78.98722519,2.667,14.6304,39.08034897,-74.58474731,12.84,32.51,8.24
NM20120401043,2012,SPRING,0163,Full,0,9,2,2,Teuthida,9.712,93.39651014,93.39651014,1,12.8016,39.14239883,-74.59284973,13.19,32.44,8.36
NM20120401043,2012,SPRING,0167,Full,0,9,2,2,Loligo pealeii,52.465,74.6644397,74.6644397,1,12.8016,39.14239883,-74.59284973,13.19,32.44,8.36
NM20120401044,2012,SPRING,0163,Full,0,9,3,3,Teuthida,32.828,103.4830096,103.4830096,1.333,14.9352,39.04362106,-74.65995026,13.14,32.48,8.29
NM20120401045,2012,SPRING,0163,Full,0,16,1,1,Brevoortia tyrannus,41.076,90.03434365,90.03434365,2,11.8872,38.93267059,-74.68054962,12.9,32.48,8.28
NM20120401045,2012,SPRING,0167,Full,0,16,1,1,Loligo pealeii,91.215,77.54629669,77.54629669,1.333,11.8872,38.93267059,-74.68054962,12.9,32.48,8.28
NM20120401046,2012,SPRING,0167,Full,0,16,1,1,Loligo pealeii,8.775,76.58567769,76.58567769,1,11.5824,38.94163132,-74.79322052,13.12,32.2,8.1
NM20120401046,2012,SPRING,0167,Full,0,16,1,1,Stenotomus chrysops,18.061,76.58567769,76.58567769,1,11.5824,38.94163132,-74.79322052,13.12,32.2,8.1
NM20120401048,2012,SPRING,0167,Full,0,16,1,1,Brevoortia tyrannus,62.607,80.90846318,80.90846318,3,11.5824,38.90533066,-74.84702301,13.44,32.11,8.09
NM20120401048,2012,SPRING,0167,Full,0,16,1,1,Stenotomus chrysops,69.804,80.90846318,80.90846318,3,11.5824,38.90533066,-74.84702301,13.44,32.11,8.09
NM20120401048,2012,SPRING,0167,Full,0,16,2,2,Loligo pealeii,4.281,78.02660619,78.02660619,3,11.5824,38.90533066,-74.84702301,13.44,32.11,8.09
NM20120401048,2012,SPRING,0167,Full,0,16,2,2,Peprilus triacanthus,19.183,78.02660619,78.02660619,3,11.5824,38.90533066,-74.84702301,13.44,32.11,8.09
NM20120401048,2012,SPRING,0167,Full,0,16,2,2,Stenotomus chrysops,10.267,78.02660619,78.02660619,3,11.5824,38.90533066,-74.84702301,13.44,32.11,8.09
NM20120401048,2012,SPRING,0167,Full,0,16,3,3,Loligo pealeii,39.015,83.79032017,83.79032017,3,11.5824,38.90533066,-74.84702301,13.44,32.11,8.09
NM20120401049,2012,SPRING,0167,Full,0,16,4,3,Brevoortia tyrannus,228.605,84.75093917,84.75093917,5.333,11.2776,38.87073135,-75.04206848,13.69,31.67,7.77
NM20120401050,2012,SPRING,0167,Full,0,16,2,1,Brevoortia tyrannus,64.084,79.46753469,79.46753469,1.333,12.4968,38.71884918,-75.05919647,13.27,30.86,8.02
NM20120401050,2012,SPRING,0167,Full,0,16,4,3,Brevoortia tyrannus,179.673,78.98722519,78.98722519,1.333,12.4968,38.71884918,-75.05919647,13.27,30.86,8.02
NM20120401051,2012,SPRING,0167,Full,0,16,2,2,Brevoortia tyrannus,105.22,76.58567769,76.58567769,1,12.192,38.80490112,-74.63961792,13.06,32.57,8.4
NM20120401052,2012,SPRING,0003,Full,0,34,1,1,Loligo pealeii,8.873,55.5,55.5,1,11.8872,38.8307991,-74.89772034,12.81,32.1,8.32
NM20120401052,2012,SPRING,0163,Full,0,34,1,1,Peprilus triacanthus,0.661,95.79805763,95.79805763,1,11.8872,38.8307991,-74.89772034,12.81,32.1,8.32
NM20120401052,2012,SPRING,0167,Full,0,34,1,1,Loligo pealeii,10.64,78.98722519,78.98722519,1.333,11.8872,38.8307991,-74.89772034,12.81,32.1,8.32
NM20120401052,2012,SPRING,0167,Full,0,34,1,1,Stenotomus chrysops,5.754,78.98722519,78.98722519,1.333,11.8872,38.8307991,-74.89772034,12.81,32.1,8.32
NM20120401052,2012,SPRING,0167,Full,0,34,2,2,Peprilus triacanthus,3.956,80.42815368,80.42815368,1.333,11.8872,38.8307991,-74.89772034,12.81,32.1,8.32
NM20120401053,2012,SPRING,0167,Full,0,16,2,2,Anchoa mitchilli,1.3159,83.79032017,83.79032017,1,13.1064,38.76903152,-74.9178009,12.57,32,8.41
NM20120401053,2012,SPRING,0167,Full,0,16,2,2,Loligo pealeii,83.772,83.79032017,83.79032017,1,13.1064,38.76903152,-74.9178009,12.57,32,8.41
NM20120401053,2012,SPRING,0167,Full,0,16,3,3,Loligo pealeii,38.676,77.06598719,77.06598719,1,13.1064,38.76903152,-74.9178009,12.57,32,8.41
NM20120401054,2012,SPRING,0167,Full,0,34,2,2,Anchoa mitchilli,4.801,85.23124867,85.23124867,4.333,14.9352,38.56745148,-74.93955231,12.45,31.63,7.91
NM20120401055,2012,SPRING,0003,Full,0,34,1,1,Urophycis spp.,0.49,35,35,1,15.24,38.55287933,-74.95485687,12.82,31.16,8.04
NM20120401055,2012,SPRING,0007,Full,0,34,1,1,Anchoa mitchilli,0.677,21,21,1.8,15.24,38.55287933,-74.95485687,12.82,31.16,8.04
NM20120401055,2012,SPRING,0007,Full,0,34,3,3,Urophycis spp.,0.51,20.5,20.5,1.8,15.24,38.55287933,-74.95485687,12.82,31.16,8.04
NM20120401055,2012,SPRING,0167,Full,0,34,3,3,Brevoortia tyrannus,40.639,76.1053682,76.1053682,3.667,15.24,38.55287933,-74.95485687,12.82,31.16,8.04
NM20120401056,2012,SPRING,0007,Full,0,34,3,3,Anchoa mitchilli,0.655,20.5,20.5,1,12.4968,38.47949982,-74.97920227,12.96,31.33,8.42
NM20120401056,2012,SPRING,0007,Full,0,34,5,5,Anchoa mitchilli,0.606,20.5,20.5,1,12.4968,38.47949982,-74.97920227,12.96,31.33,8.42
NM20120401057,2012,SPRING,0003,Full,0,34,1,1,Stenotomus chrysops,7.063,50,50,1,11.5824,38.59695053,-74.98867035,13.46,30.98,8.43
NM20120401057,2012,SPRING,0009,Full,0,34,1,1,Anchoa mitchilli,0.233,22,22,1,11.5824,38.59695053,-74.98867035,13.46,30.98,8.43
NM20120401057,2012,SPRING,0009,Full,0,34,2,2,Anchoa mitchilli,0.607,19.5,19.5,1,11.5824,38.59695053,-74.98867035,13.46,30.98,8.43
NM20120401057,2012,SPRING,0009,Full,0,34,3,3,Clupeidae,1.154,17.5,17.5,1,11.5824,38.59695053,-74.98867035,13.46,30.98,8.43
NM20120401057,2012,SPRING,0163,Full,0,34,2,2,Stenotomus chrysops,36.219,103.4830096,103.4830096,3.667,11.5824,38.59695053,-74.98867035,13.46,30.98,8.43
NM20120401057,2012,SPRING,0163,Full,0,34,3,3,Stenotomus chrysops,15.871,106.8451761,106.8451761,3.667,11.5824,38.59695053,-74.98867035,13.46,30.98,8.43
NM20120401057,2012,SPRING,0167,Full,0,34,1,1,Stenotomus chrysops,8.114,75.6250587,75.6250587,1.667,11.5824,38.59695053,-74.98867035,13.46,30.98,8.43
NM20120401058,2012,SPRING,0167,Full,0,16,1,1,Brevoortia tyrannus,91.292,77.54629669,77.54629669,5,17.3736,38.73057175,-75.01529694,12.96,30.93,8
NM20120401059,2012,SPRING,0167,Full,0,34,2,2,Loligo pealeii,3.588,81.38877268,81.38877268,1.667,23.4696,38.54629898,-74.83040619,11.35,32.77,7.83
NM20120401060,2012,SPRING,0167,Full,0,34,2,2,Peprilus triacanthus,23.548,84.27062967,84.27062967,5.667,27.7368,38.6439209,-74.84092712,11.34,32.89,7.66
NM20120401061,2012,SPRING,0167,Full,0,34,2,2,Peprilus triacanthus,30.0867,74.6644397,74.6644397,5.667,25.2984,38.69768143,-74.90561676,12.11,32.08,7.85
NM20120401062,2012,SPRING,0167,Full,0,16,1,1,Brevoortia tyrannus,116.231,81.86908218,81.86908218,12.667,32.004,38.77719879,-74.95295715,12.28,31.96,8.19
NM20120401062,2012,SPRING,0167,Full,0,16,2,2,Anchoa mitchilli,0.747,78.02660619,78.02660619,12.667,32.004,38.77719879,-74.95295715,12.28,31.96,8.19
NM20120401063,2012,SPRING,0163,Full,0,34,3,3,Teuthida,0.112,98.67991462,98.67991462,2.667,18.8976,38.61999893,-74.76625061,12.04,32.56,8.12
NM20120401063,2012,SPRING,0167,Full,0,34,1,1,Peprilus triacanthus,73.501,85.23124867,85.23124867,1.333,18.8976,38.61999893,-74.76625061,12.04,32.56,8.12
NM20120401064,2012,SPRING,0007,Full,0,13,1,1,Anchoa mitchilli,0.146,16,16,3.2,12.8016,38.35649872,-75.03491974,13.16,31.51,8.39
NM20120401064,2012,SPRING,0007,Full,0,13,3,3,Anchoa mitchilli,0.437,17.5,17.5,3.2,12.8016,38.35649872,-75.03491974,13.16,31.51,8.39
NM20120401064,2012,SPRING,0007,Full,0,13,4,4,Anchoa mitchilli,0.331,18,18,3.2,12.8016,38.35649872,-75.03491974,13.16,31.51,8.39
NM20120401064,2012,SPRING,0007,Full,0,13,5,5,Anchoa mitchilli,0.212,21.5,21.5,3.2,12.8016,38.35649872,-75.03491974,13.16,31.51,8.39
NM20120401064,2012,SPRING,0167,Full,0,13,1,1,Brevoortia tyrannus,65.531,77.54629669,77.54629669,1,12.8016,38.35649872,-75.03491974,13.16,31.51,8.39
NM20120401064,2012,SPRING,0167,Full,0,13,1,1,Loligo pealeii,34.72,77.54629669,77.54629669,1,12.8016,38.35649872,-75.03491974,13.16,31.51,8.39
NM20120401065,2012,SPRING,0007,Full,0,13,1,1,Anchoa mitchilli,0.233,18,18,8.8,8.2296,38.06702042,-75.10787201,13.68,32.1,8.28
NM20120401065,2012,SPRING,0007,Full,0,13,2,2,Anchoa mitchilli,0.055,19.5,19.5,8.8,8.2296,38.06702042,-75.10787201,13.68,32.1,8.28
NM20120401065,2012,SPRING,0007,Full,0,13,4,4,Anchoa mitchilli,0.485,22,22,8.8,8.2296,38.06702042,-75.10787201,13.68,32.1,8.28
NM20120401065,2012,SPRING,0167,Full,0,13,2,2,Peprilus triacanthus,19.797,78.98722519,78.98722519,1,8.2296,38.06702042,-75.10787201,13.68,32.1,8.28
NM20120401065,2012,SPRING,0167,Full,0,13,3,3,Anchoa mitchilli,14.662,81.38877268,81.38877268,1,8.2296,38.06702042,-75.10787201,13.68,32.1,8.28
NM20120401066,2012,SPRING,0167,Full,0,13,1,1,Peprilus triacanthus,19.528,75.1447492,75.1447492,1,17.6784,38.25366974,-74.89682007,11.33,32.79,7.67
NM20120401068,2012,SPRING,0167,Full,0,13,1,1,Anchoa mitchilli,0.165,76.58567769,76.58567769,1,13.1064,38.24010086,-74.97242737,12.93,32.1,8.15
NM20120401068,2012,SPRING,0167,Full,0,13,1,1,Loligo pealeii,6.909,76.58567769,76.58567769,1,13.1064,38.24010086,-74.97242737,12.93,32.1,8.15
NM20120401068,2012,SPRING,0167,Full,0,13,1,1,Peprilus triacanthus,23.037,76.58567769,76.58567769,1,13.1064,38.24010086,-74.97242737,12.93,32.1,8.15
NM20120401069,2012,SPRING,0163,Full,0,13,1,1,Anchoa mitchilli,1.227,87.15248666,87.15248666,1,19.812,38.06864929,-75.0075531,12.57,32.39,7.98
NM20120401069,2012,SPRING,0163,Full,0,13,1,1,Loligo pealeii,1.237,87.15248666,87.15248666,1,19.812,38.06864929,-75.0075531,12.57,32.39,7.98
NM20120401069,2012,SPRING,0167,Full,0,13,1,1,Clupeidae,32.1,78.02660619,78.02660619,1.333,19.812,38.06864929,-75.0075531,12.57,32.39,7.98
NM20120401070,2012,SPRING,0167,Full,0,13,2,2,Peprilus triacanthus,30.747,78.50691569,78.50691569,1.333,17.6784,38.40499878,-74.87023163,11.91,32.34,7.9
NM20120401071,2012,SPRING,0167,Full,0,13,1,1,Brevoortia tyrannus,38.65,79.94784418,79.94784418,1.667,20.4216,38.32764816,-74.94873047,12.89,32.03,8.3
NM20120401071,2012,SPRING,0167,Full,0,13,1,1,Peprilus triacanthus,41.669,79.94784418,79.94784418,1.667,20.4216,38.32764816,-74.94873047,12.89,32.03,8.3
NM20120401071,2012,SPRING,0167,Full,0,13,2,2,Peprilus triacanthus,49.458,78.02660619,78.02660619,1.667,20.4216,38.32764816,-74.94873047,12.89,32.03,8.3
NM20120401071,2012,SPRING,0167,Full,0,13,3,3,Loligo pealeii,16.271,79.46753469,79.46753469,1.667,20.4216,38.32764816,-74.94873047,12.89,32.03,8.3
NM20120401072,2012,SPRING,0003,Full,0,13,2,2,Urophycis spp.,0.797,26.5,26.5,1,19.5072,38.31251907,-74.95828247,12.87,32.07,8.21
NM20120401072,2012,SPRING,0167,Full,0,13,1,1,Loligo pealeii,67.657,82.34939168,82.34939168,1,19.5072,38.31251907,-74.95828247,12.87,32.07,8.21
NM20120401072,2012,SPRING,0167,Full,0,13,1,1,Peprilus triacanthus,13.114,82.34939168,82.34939168,1,19.5072,38.31251907,-74.95828247,12.87,32.07,8.21
NM20120401072,2012,SPRING,0167,Full,0,13,2,2,Peprilus triacanthus,34.133,77.06598719,77.06598719,1,19.5072,38.31251907,-74.95828247,12.87,32.07,8.21
NM20120401072,2012,SPRING,0167,Full,0,13,3,3,Loligo pealeii,33.467,81.86908218,81.86908218,1,19.5072,38.31251907,-74.95828247,12.87,32.07,8.21
NM20120401072,2012,SPRING,0167,Full,0,13,3,3,Peprilus triacanthus,39.639,81.86908218,81.86908218,1,19.5072,38.31251907,-74.95828247,12.87,32.07,8.21
NM20120401072,2012,SPRING,0173,Full,0,13,3,3,Peprilus triacanthus,16.737,65.23605,65.23605,2.667,19.5072,38.31251907,-74.95828247,12.87,32.07,8.21
NM20120401073,2012,SPRING,0167,Full,0,13,1,1,Peprilus triacanthus,23.965,74.6644397,74.6644397,1.333,17.9832,38.20288086,-75.01052856,12.99,32.05,8.13
NM20120401073,2012,SPRING,0167,Full,0,13,3,3,Loligo pealeii,15.082,81.86908218,81.86908218,1.333,17.9832,38.20288086,-75.01052856,12.99,32.05,8.13
NM20120401074,2012,SPRING,0167,Full,0,13,2,2,Peprilus triacanthus,35.307,79.46753469,79.46753469,1.333,8.2296,37.9041481,-75.30718231,13.85,32.14,7.97
NM20120401074,2012,SPRING,0167,Full,0,13,3,3,Peprilus triacanthus,5.648,78.02660619,78.02660619,1.333,8.2296,37.9041481,-75.30718231,13.85,32.14,7.97
NM20120401075,2012,SPRING,0167,Full,0,8,1,1,Cynoscion regalis,26.833,81.86908218,81.86908218,1.333,8.5344,37.8050499,-75.39443207,14.1,32.11,8.14
NM20120401075,2012,SPRING,0167,Full,0,8,1,1,Peprilus triacanthus,16.235,81.86908218,81.86908218,1.333,8.5344,37.8050499,-75.39443207,14.1,32.11,8.14
NM20120401075,2012,SPRING,0167,Full,0,8,2,2,Anchoa mitchilli,1.246,76.58567769,76.58567769,1.333,8.5344,37.8050499,-75.39443207,14.1,32.11,8.14
NM20120401075,2012,SPRING,0167,Full,0,8,3,3,Peprilus triacanthus,19.155,67.94010672,67.94010672,1.333,8.5344,37.8050499,-75.39443207,14.1,32.11,8.14
NM20120401076,2012,SPRING,0007,Full,2,8,1,6,Anchoa mitchilli,1.165,17.5,17.5,39.1986,5.4864,37.6312294,-75.58043671,14.53,32.1,8.19
NM20120401076,2012,SPRING,0007,Full,2,8,2,7,Anchoa mitchilli,0.74,18.5,18.5,39.1986,5.4864,37.6312294,-75.58043671,14.53,32.1,8.19
NM20120401076,2012,SPRING,0007,Full,2,8,4,9,Anchoa mitchilli,0.191,19.5,19.5,39.1986,5.4864,37.6312294,-75.58043671,14.53,32.1,8.19
NM20120401078,2012,SPRING,0007,Full,0,13,4,4,Anchoa mitchilli,0.442,15.5,15.5,124.1922,6.4008,37.83572006,-75.41692352,13.98,32.15,7.97
NM20120401078,2012,SPRING,0163,Full,0,13,1,1,Anchoa mitchilli,0.909,89.07372465,89.07372465,1,6.4008,37.83572006,-75.41692352,13.98,32.15,7.97
NM20120401079,2012,SPRING,0167,Full,0,13,1,1,Loligo pealeii,9.919,78.50691569,78.50691569,1.667,17.0688,37.88811111,-75.17971802,12.32,32.69,7.95
NM20120401079,2012,SPRING,0167,Full,0,13,1,1,Peprilus triacanthus,7.653,78.50691569,78.50691569,1.667,17.0688,37.88811111,-75.17971802,12.32,32.69,7.95
NM20120401079,2012,SPRING,0167,Full,0,13,2,2,Anchoa hepsetus,78.27,70.34165422,70.34165422,1.667,17.0688,37.88811111,-75.17971802,12.32,32.69,7.95
NM20120401079,2012,SPRING,0167,Full,0,13,2,2,Loligo pealeii,12.319,70.34165422,70.34165422,1.667,17.0688,37.88811111,-75.17971802,12.32,32.69,7.95
NM20120401079,2012,SPRING,0167,Full,0,13,2,2,Peprilus triacanthus,21.861,70.34165422,70.34165422,1.667,17.0688,37.88811111,-75.17971802,12.32,32.69,7.95
NM20120401079,2012,SPRING,0167,Full,0,13,3,3,Loligo pealeii,13.839,78.50691569,78.50691569,1.667,17.0688,37.88811111,-75.17971802,12.32,32.69,7.95
NM20120401079,2012,SPRING,0167,Full,0,13,3,3,Stenotomus chrysops,12.484,78.50691569,78.50691569,1.667,17.0688,37.88811111,-75.17971802,12.32,32.69,7.95
NM20120401080,2012,SPRING,0167,Full,0,13,1,1,Loligo pealeii,22.68,76.1053682,76.1053682,1,12.4968,38.02082825,-75.10281372,13.67,32.21,8.37
NM20120401080,2012,SPRING,0167,Full,0,13,1,1,Peprilus triacanthus,20.473,76.1053682,76.1053682,1,12.4968,38.02082825,-75.10281372,13.67,32.21,8.37
NM20120401082,2012,SPRING,0007,Full,0,13,1,1,Anchoa mitchilli,0.066,18,18,126,10.3632,37.99567032,-75.2060318,13.64,32.28,8.29
NM20120401082,2012,SPRING,0167,Full,0,13,1,1,Peprilus triacanthus,34.285,78.02660619,78.02660619,1.667,10.3632,37.99567032,-75.2060318,13.64,32.28,8.29
NM20120401082,2012,SPRING,0167,Full,0,13,2,2,Peprilus triacanthus,7.067,75.1447492,75.1447492,1.667,10.3632,37.99567032,-75.2060318,13.64,32.28,8.29
NM20120401082,2012,SPRING,0167,Full,0,13,3,3,Peprilus triacanthus,33.65,77.54629669,77.54629669,1.667,10.3632,37.99567032,-75.2060318,13.64,32.28,8.29
NM20120401083,2012,SPRING,0007,Full,0,13,2,2,Anchoa mitchilli,0.126,19,19,252.5952,14.0208,37.86063004,-75.26737976,13.46,32.32,8.05
NM20120401083,2012,SPRING,0009,Full,0,13,1,1,Anchoa mitchilli,0.325,21.5,21.5,1,14.0208,37.86063004,-75.26737976,13.46,32.32,8.05
NM20120401083,2012,SPRING,0167,Full,0,13,1,1,Peprilus triacanthus,9.712,79.46753469,79.46753469,3,14.0208,37.86063004,-75.26737976,13.46,32.32,8.05
NM20120401083,2012,SPRING,0167,Full,0,13,2,2,Anchoa mitchilli,1.456,79.94784418,79.94784418,3,14.0208,37.86063004,-75.26737976,13.46,32.32,8.05
NM20120401083,2012,SPRING,0167,Full,0,13,2,2,Loligo pealeii,24.289,79.94784418,79.94784418,3,14.0208,37.86063004,-75.26737976,13.46,32.32,8.05
NM20120401083,2012,SPRING,0167,Full,0,13,2,2,Peprilus triacanthus,27.792,79.94784418,79.94784418,3,14.0208,37.86063004,-75.26737976,13.46,32.32,8.05
NM20120401083,2012,SPRING,0167,Full,0,13,3,3,Peprilus triacanthus,32.401,72.74320171,72.74320171,3,14.0208,37.86063004,-75.26737976,13.46,32.32,8.05
NM20120401085,2012,SPRING,0007,Full,0,8,2,2,Urophycis spp.,0.977,22.5,22.5,1,13.1064,37.70516968,-75.40841675,13.11,32.38,8.04
NM20120401086,2012,SPRING,0007,Full,0,8,1,1,Anchoa mitchilli,0.532,22.5,22.5,4,13.716,37.69382858,-75.48065186,13.06,32.44,8.1
NM20120401086,2012,SPRING,0167,Full,0,8,1,1,Brevoortia tyrannus,43.988,73.22351121,73.22351121,2,13.716,37.69382858,-75.48065186,13.06,32.44,8.1
NM20120401086,2012,SPRING,0167,Full,0,8,2,2,Anchoa mitchilli,7.571,70.82196371,70.82196371,2,13.716,37.69382858,-75.48065186,13.06,32.44,8.1
NM20120401086,2012,SPRING,0167,Full,0,8,2,2,Peprilus triacanthus,4.725,70.82196371,70.82196371,2,13.716,37.69382858,-75.48065186,13.06,32.44,8.1
NM20120401086,2012,SPRING,0167,Full,0,8,3,3,Anchoa mitchilli,1.615,77.54629669,77.54629669,2,13.716,37.69382858,-75.48065186,13.06,32.44,8.1
NM20120401086,2012,SPRING,0167,Full,0,8,3,3,Peprilus triacanthus,10.272,77.54629669,77.54629669,2,13.716,37.69382858,-75.48065186,13.06,32.44,8.1
NM20120401087,2012,SPRING,0007,Full,0,8,1,1,Anchoa mitchilli,0.8,19.5,19.5,45.4,3.9624,37.41833115,-75.6517868,14.81,32.17,8.07
NM20120401087,2012,SPRING,0007,Full,0,8,2,2,Anchoa mitchilli,0.405,19.5,19.5,45.4,3.9624,37.41833115,-75.6517868,14.81,32.17,8.07
NM20120401087,2012,SPRING,0167,Full,0,8,1,1,Peprilus triacanthus,124.578,76.1053682,76.1053682,1.667,3.9624,37.41833115,-75.6517868,14.81,32.17,8.07
NM20120401087,2012,SPRING,0167,Full,0,8,2,2,Peprilus triacanthus,47.116,75.6250587,75.6250587,1.667,3.9624,37.41833115,-75.6517868,14.81,32.17,8.07
NM20120401087,2012,SPRING,0167,Full,0,8,3,3,Anchoa mitchilli,5.224,76.58567769,76.58567769,1.667,3.9624,37.41833115,-75.6517868,14.81,32.17,8.07
NM20120401087,2012,SPRING,0167,Full,0,8,3,3,Cynoscion regalis,25.402,76.58567769,76.58567769,1.667,3.9624,37.41833115,-75.6517868,14.81,32.17,8.07
NM20120401088,2012,SPRING,0167,Full,0,8,1,1,Peprilus triacanthus,24.417,80.90846318,80.90846318,1,8.2296,37.5345993,-75.52333069,13.89,32.33,8.18
